,IYC,IDU,IYZ,IYW,IYJ,IYH,IYF,IYE,IYK,IYM,IYR,IYCMA10,IYCMA50,IYCsignal,IYCPosition,IDUMA10,IDUMA50,IDUsignal,IDUPosition,IYZMA10,IYZMA50,IYZsignal,IYZPosition,IYWMA10,IYWMA50,IYWsignal,IYWPosition,IYJMA10,IYJMA50,IYJsignal,IYJPosition,IYHMA10,IYHMA50,IYHsignal,IYHPosition,IYFMA10,IYFMA50,IYFsignal,IYFPosition,IYEMA10,IYEMA50,IYEsignal,IYEPosition,IYKMA10,IYKMA50,IYKsignal,IYKPosition,IYMMA10,IYMMA50,IYMsignal,IYMPosition,IYRMA10,IYRMA50,IYRsignal,IYRPosition,DateM,GDP,CPI,Growth,Inflation,Theme
1175,14.7143301777,30.1382937344,20.6143196249,11.9882930097,26.9184299323,53.6109644944,43.5079809239,24.1483307012,43.6722251215,49.2649354349,47.3998770624,14.756927101350001,14.859498384157998,0.0,0.0,29.69355924155,28.49751075915,1.0,0.0,20.40393411117,20.13456409598,1.0,0.0,12.08038429598,12.135354997325999,0.0,0.0,26.95119179761,26.793910970943998,1.0,0.0,53.71316243058,54.203877639508,0.0,0.0,43.70485392328,44.529271684942,0.0,0.0,23.446304749550002,22.828879230656,1.0,0.0,43.55245934881,43.67332433218,0.0,0.0,49.18518164736,48.06588273283601,1.0,0.0,48.08962259981,49.470759426222,0.0,0.0,2007-03,1.5407153251804973,2.5051395007342103,low,high,Stagflation
1176,14.6992650452,29.9501607096,20.6076976141,11.994963054,26.8742228212,53.6672785328,43.4584274149,23.7949849768,43.657740138,49.2189721924,47.8432862143,14.78606439089,14.852200372814,0.0,0.0,29.81504409626,28.556205489878003,1.0,0.0,20.475768613760003,20.156312068366002,1.0,0.0,12.09325811427,12.132196641104,0.0,0.0,27.00019198383,26.801143981522,1.0,0.0,53.81048116649,54.17478943405,0.0,0.0,43.77975923085,44.502263405936,0.0,0.0,23.59759204775,22.870182290489996,1.0,0.0,43.64434460768,43.672523678002,0.0,0.0,49.324939936380005,48.14257248389,1.0,0.0,48.11431648404,49.457987416192,0.0,0.0,2007-03,1.5407153251804973,2.5051395007342103,low,high,Stagflation
1177,14.7982644877,30.4744658605,20.779869895,11.9971864021,26.9828299184,53.9488487244,43.2907078459,24.1164156035,43.9184698403,49.4717700262,48.4101763959,14.80745755126,14.847054487622,0.0,0.0,29.959221652350003,28.62336292599,1.0,0.0,20.54373156767,20.18203070579,1.0,0.0,12.09746570942,12.128193896047998,0.0,0.0,27.03237712352,26.810709573209998,1.0,0.0,53.87979368921,54.15085192002,0.0,0.0,43.79127986596,44.469626944546,0.0,0.0,23.73738546959,22.906641086940002,1.0,0.0,43.73274321482,43.674774718702004,1.0,1.0,49.413586013090004,48.210720416388,1.0,0.0,48.14780228985,49.44797628784801,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1178,14.9790460783,30.4991390441,20.9056881002,12.1350339849,27.1839541724,54.4878545199,43.7786193193,24.2235591457,44.2371394763,49.9314024513,48.8311344515,14.836385460959999,14.84741774456,0.0,0.0,30.06601172491,28.691198384164,1.0,0.0,20.61307292945,20.210529317028,1.0,0.0,12.10701393279,12.129303570506,0.0,0.0,27.07264175111,26.830073459978,1.0,0.0,53.979051290099996,54.145706395274004,0.0,0.0,43.8182427137,44.448264573292,0.0,0.0,23.875847632270002,22.947515511476,1.0,0.0,43.817681432490005,43.68483531717,1.0,0.0,49.51534677416,48.29585298094799,1.0,0.0,48.207789497680004,49.449391812726,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1179,14.9661331075,30.428049434,20.846090003,12.197287732,27.1557967769,54.8176938873,43.7252540019,24.3101858394,44.3675043274,50.1612186639,48.5112063293,14.83927733647,14.847479707756,0.0,0.0,30.132429405650004,28.755342779030002,1.0,0.0,20.64679838918,20.234013625532,1.0,0.0,12.10234384757,12.131613877116,0.0,0.0,27.06877755373,26.843339047586,1.0,0.0,54.04639665341,54.1519647819,0.0,0.0,43.745506703080004,44.42560751659,0.0,0.0,23.98365376404,22.979031414548,1.0,0.0,43.87023525276,43.695346081223995,1.0,0.0,49.578975559940005,48.371984094526006,1.0,0.0,48.1678368493,49.441624060244,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1180,15.0328501231,30.50530734,20.9321761434,12.257318131,27.1759092023,55.2118921557,43.8014901697,24.412770082,44.5340816372,50.2225029873,48.5504957478,14.85185331632,14.846853397970001,1.0,1.0,30.2033538353,28.817476057386,1.0,0.0,20.68583734158,20.251311365556,1.0,0.0,12.109454364920001,12.131080497835999,0.0,0.0,27.07695204681,26.855402492036,1.0,0.0,54.14675234486,54.157616150492004,0.0,0.0,43.70085842827,44.395607398332004,0.0,0.0,24.06626330711,23.010735341534,1.0,0.0,43.93367907289,43.705871946083995,1.0,0.0,49.650260617970005,48.43803487921,1.0,0.0,48.13571174365,49.421275464526005,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1181,15.0479152556,30.7520391757,20.9056881002,12.2439780423,27.1879766575,55.2118921557,43.7328776187,24.3352619876,44.4982313031,50.9425937867,48.5168191033,14.864766287070001,14.850057205517999,1.0,0.0,30.28662582985,28.888038932007998,1.0,0.0,20.71563639019,20.271769880649998,1.0,0.0,12.11834775736,12.1328135558,0.0,0.0,27.062873349030003,26.873242436840002,1.0,0.0,54.26179388032,54.17271992729,1.0,1.0,43.64330012163,44.375300811936,0.0,0.0,24.11983507823,23.049707404728,1.0,0.0,43.98586122579,43.722457888319994,1.0,0.0,49.77895769701,48.523376567606,1.0,0.0,48.10147382179,49.394349740294004,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1182,15.0715890353,30.8723209457,20.9719082082,12.2639881753,27.2000441127,55.2521164688,43.8929735709,24.7068449107,44.6427190131,50.6131905486,48.640300133,14.88047706815,14.855025518424,1.0,0.0,30.368355750440003,28.960762181710002,1.0,0.0,20.75801725932,20.293025578486,1.0,0.0,12.12301678839,12.134769045264,0.0,0.0,27.05523062737,26.892928122414002,1.0,0.0,54.367986066899995,54.192794364503996,1.0,0.0,43.62805288808,44.356604490882,0.0,0.0,24.20076264737,23.095565664646003,1.0,0.0,44.064804385630005,43.742510357866,1.0,0.0,49.84254018248,48.600602351328,1.0,0.0,48.15535645291,49.366886144544004,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1183,14.9639809457,30.736618436,20.7401378302,12.157267466,27.0874145305,55.2199370183,43.5041691155,24.7342007087,44.4421019922,50.3757137956,47.9892183403,14.89532698452,14.85754042926,1.0,0.0,30.43867432362,29.02997428518,1.0,0.0,20.77126128093,20.308459625068,1.0,0.0,12.12547358805,12.134012364276,0.0,0.0,27.058850863940002,26.908676605093998,1.0,0.0,54.50877116273999,54.21078307550199,1.0,0.0,43.59565251679,44.33354276722401,0.0,0.0,24.275079231979998,23.143789246318,1.0,0.0,44.15193156112,43.756675974382,1.0,0.0,49.92910428921,48.675828711834,1.0,0.0,48.183981600690004,49.323504809426005,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1184,15.0457630938,30.622504962,20.879200057,12.2595414791,27.3287636353,55.6865390502,43.5460990078,24.9621656922,44.67168898,50.7893829783,47.7366435069,14.931913734990001,14.861088502502,1.0,0.0,30.497889964200006,29.094942036616004,1.0,0.0,20.81827755762,20.322984380252,1.0,0.0,12.14948574764,12.134234536594,1.0,1.0,27.10953417595,26.928369654454,1.0,0.0,54.71150170075,54.23201480337401,1.0,0.0,43.62385989885,44.306322606718005,0.0,0.0,24.37447196478,23.186753816375997,1.0,0.0,44.26419018291,43.776875263432,1.0,0.0,50.09916828652,48.754133800286,1.0,0.0,48.24291572847,49.271618931142,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1185,15.0672847118,30.6255891099,20.9719082082,12.2906683526,27.4011683667,56.3783972354,43.7519366606,24.9621656922,44.6861739635,50.9808964888,48.2586314959,14.9672091884,14.862054605324,1.0,0.0,30.54661950175,29.157948073374,1.0,0.0,20.85403641595,20.337122615928003,1.0,0.0,12.179723281929999,12.134145947797998,1.0,0.0,27.15780801939,26.941809718441995,1.0,0.0,54.98824497485,54.263558470666005,1.0,0.0,43.64825547252,44.277150451082,0.0,0.0,24.45585546388,23.227672904918,1.0,0.0,44.36558506711,43.791308134484,1.0,0.0,50.27076439191,48.825879847536,1.0,0.0,48.32879117182,49.218699787178004,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1186,15.189957934,30.8414794662,21.1771905431,12.3818256252,27.56206777,56.8610889926,44.5752872721,25.0875464331,44.9541461574,51.6397029648,48.2474059477,15.01627847728,14.864828657708001,1.0,0.0,30.635751377409996,29.221102491830003,1.0,0.0,20.91098570885,20.356289132285998,1.0,0.0,12.21840953905,12.136147161192,1.0,0.0,27.22659251427,26.952887696277998,1.0,0.0,55.30762602083,54.295942912392,1.0,0.0,43.75994145824,44.259594553536,0.0,0.0,24.58511160951,23.266917734954003,1.0,0.0,44.49522566905,43.805332718299994,1.0,0.0,50.51283746915,48.90239890478,1.0,0.0,48.36920314516,49.166113075233994,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1187,15.2287183678,31.026528343,21.1507024998,12.4285159355,27.566090255,57.0863451459,44.712512374,25.0077586889,45.178663401,51.3179602672,48.9377771589,15.05932386529,14.867818472538,1.0,0.0,30.690957625659998,29.285137394150002,1.0,0.0,20.948068969330002,20.372817010101997,1.0,0.0,12.261542492390001,12.138815524054001,1.0,0.0,27.284918547929998,26.962807533448004,1.0,0.0,55.62137566298001,54.333793901988,1.0,0.0,43.90212191105,44.241220885456,0.0,0.0,24.67424591805,23.303248610906,1.0,0.0,44.62124502512,43.822261520931995,1.0,0.0,50.69745649325,48.97462208395001,1.0,0.0,48.42196322146,49.120093528728006,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1188,15.1921100957,31.0943795978,21.1175924458,12.3907190176,27.6425174716,56.8852235805,45.0746341708,24.8880314796,45.25833081,50.9885570292,48.7637811626,15.08063026703,14.870334327878002,1.0,0.0,30.75048168103,29.345010964382,1.0,0.0,20.96925940389,20.389871566628003,1.0,0.0,12.287110995659999,12.14028352066,1.0,0.0,27.33077487785,26.975058110781998,1.0,0.0,55.86111256904,54.367782697744005,1.0,0.0,44.0317233962,44.23107496274601,0.0,0.0,24.740693151440002,23.337775859554,1.0,0.0,44.72336415849,43.844532696968,1.0,0.0,50.80317195104,49.04468793411001,1.0,0.0,48.41522789257,49.071262393876005,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1189,15.127545242,30.9494246443,21.1639465214,12.3973890619,27.6384949865,57.1426591843,44.9526563024,24.5769048701,45.098995992,50.7204381145,48.342823107,15.096771480480001,14.87112854289,1.0,0.0,30.802619202059997,29.398122585514002,1.0,0.0,21.00104505573,20.407455154004,1.0,0.0,12.30712112865,12.142640445578,1.0,0.0,27.37904469881,26.986426042581996,1.0,0.0,56.093609098740004,54.40948400505399,1.0,0.0,44.15446362625,44.213183970328004,0.0,0.0,24.76736505451,23.368080602383998,1.0,0.0,44.79651332495,43.863761369921995,1.0,0.0,50.8590938961,49.101752206408,1.0,0.0,48.39838957034,48.999977134725995,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1190,15.2631314349,31.2208296636,21.3692288563,12.4863229863,27.9602937929,57.5207677274,45.3109662907,25.0328348371,45.4756055618,51.3102997268,48.87042387,15.11979961166,14.873171314695998,1.0,0.0,30.87417143442,29.455865210994002,1.0,0.0,21.04475032702,20.42888077837,1.0,0.0,12.33002161418,12.144553909494,1.0,0.0,27.45748315787,27.004149730926002,1.0,0.0,56.32449665591,54.457465583488,1.0,0.0,44.305411238350004,44.198290560838004,1.0,1.0,24.82937153002,23.41009488781,1.0,0.0,44.89066571741,43.891099007384,1.0,0.0,50.96787357005,49.170919278934,1.0,0.0,48.43038238256,48.923983653088,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1191,15.2243925226,31.4182151322,21.2566546727,12.4418560241,27.916046457,57.4242293759,45.1584558372,25.0191569381,45.5045755288,51.4635105352,49.2857691516,15.13744733836,14.874654479884,1.0,0.0,30.940789030070004,29.515592850142003,1.0,0.0,21.07984698427,20.447923114208,1.0,0.0,12.349809412359999,12.145444705797999,1.0,0.0,27.530290137819996,27.022913742552,1.0,0.0,56.54573037793,54.503035682488,1.0,0.0,44.4479690602,44.184212386982,1.0,0.0,24.897761025070004,23.447471921351998,1.0,0.0,44.99130013998,43.923918615632005,1.0,0.0,51.0199652449,49.24406727157599,1.0,0.0,48.50727738739,48.864317056043994,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1192,15.2050230665,31.5755066775,21.1705685323,12.5441300372,27.8637943758,57.4241489273,44.9374090688,24.9963604397,45.5444092333,51.2873181055,48.9490027071,15.15079074148,14.878891761705999,1.0,0.0,31.011107603249997,29.578773508746,1.0,0.0,21.09971301668,20.470120506866,1.0,0.0,12.37782359855,12.151847519966,1.0,0.0,27.596665164130002,27.044001935054,1.0,0.0,56.76293362378,54.553411296540006,1.0,0.0,44.55241260999,44.174202097504,1.0,0.0,24.92671257797,23.486165775574,1.0,0.0,45.081469162,43.95796603587,1.0,0.0,51.08737800059,49.318122151374,1.0,0.0,48.5381476448,48.812729813472,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1193,15.3126311561,31.8129860694,21.2367886403,12.6842009681,28.1051032558,57.633395804,45.5320511771,25.4158160094,45.738145887,52.1069959304,49.016355996,15.18565576252,14.886742220668,1.0,0.0,31.11874436659,29.647500851224,1.0,0.0,21.149378097689997,20.495619374506,1.0,0.0,12.43051694876,12.162162822496,1.0,0.0,27.69843403666,27.070317403072,1.0,0.0,57.00427950235,54.611657309878,1.0,0.0,44.75520081615,44.180708025230004,1.0,0.0,24.99487410804,23.538885179149997,1.0,0.0,45.21107355148,43.996610597504,1.0,0.0,51.260506214070006,49.407195531748,1.0,0.0,48.64086141037,48.779754869168,0.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1194,15.2674357585,31.6279371926,21.2434106511,12.7131044936,28.1493505917,57.7942930564,45.4138851172,25.4386125077,45.6928803137,51.8541980965,49.0837092849,15.207823028989997,14.89119493252,1.0,0.0,31.219287589649998,29.708112530420003,1.0,0.0,21.1857991571,20.517428341572,1.0,0.0,12.47587325021,12.171945125792,1.0,0.0,27.7804927323,27.093025521142003,1.0,0.0,57.21505490297001,54.66959604398,1.0,0.0,44.941979427090004,44.176058639880004,1.0,0.0,25.042518789589998,23.586424074731998,1.0,0.0,45.31319268485,44.028293730003995,1.0,0.0,51.36698772589,49.472114956522,1.0,0.0,48.775567988169996,48.730082037976,1.0,1.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1195,15.1705669562,31.4583090555,21.1507024998,12.7397846709,28.4389695175,57.6575303919,45.3719552249,25.434053208,45.605970413,51.7622716115,48.9209388367,15.21815125343,14.892290135586,1.0,0.0,31.30255958421,29.76269509844,1.0,0.0,21.20367858626,20.533428999968,1.0,0.0,12.520784882040001,12.17901670898,1.0,0.0,27.884272847379997,27.113744718144,1.0,0.0,57.34296821862,54.719351450898,1.0,0.0,45.10398128352001,44.164961972209994,1.0,0.0,25.08970754117,23.63264449541,1.0,0.0,45.4051723298,44.054633832544006,1.0,0.0,51.445125238159996,49.529390059924,1.0,0.0,48.841798722250005,48.683502947832004,1.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1196,14.9575244603,31.1622308526,21.044750327,12.5885969994,28.1935979276,57.2649410961,45.0555751288,25.1536562784,45.5697579543,50.8123645995,47.9836055662,15.194907906060001,14.887876493298,1.0,0.0,31.33463472285,29.814176596074002,1.0,0.0,21.19043456465,20.546256176070003,1.0,0.0,12.541462019459999,12.182220125732002,1.0,0.0,27.94742586314,27.128192750432,1.0,0.0,57.38335342897001,54.757409372682,1.0,0.0,45.152010069190005,44.146097634983995,1.0,0.0,25.0963185257,23.678302498572,1.0,0.0,45.46673350949,44.076068080852004,1.0,0.0,51.36239140163,49.563236287334,1.0,0.0,48.815418684099996,48.609711658928,1.0,0.0,2007-04,1.9386415949978808,2.4155273437499902,low,high,Stagflation
1197,14.9941112108,31.4644773514,20.9983962514,12.6330639616,28.2720363866,57.464453689,45.0403278953,25.2744777196,45.3017857604,50.4599797403,47.7310307328,15.171447190359999,14.88380727709,1.0,0.0,31.378429623690003,29.871641708604,1.0,0.0,21.175203939809997,20.557497246385996,1.0,0.0,12.56191682207,12.187023966366,1.0,0.0,28.018020476300002,27.145493065234,1.0,0.0,57.42116428327999,54.802982770608,1.0,0.0,45.18479162132,44.12609462972,1.0,0.0,25.12299042877,23.726193291774003,1.0,0.0,45.47904574543,44.090412565948,1.0,0.0,51.276593348940004,49.586826353742,1.0,0.0,48.694744041490004,48.534433308450005,1.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1198,15.1426103745,31.6556945241,21.3096307591,12.721997886,28.5636665549,57.7782033312,45.3376489494,25.4864851543,45.5552729709,51.2719970247,48.1239249181,15.16649721824,14.880255087607999,1.0,0.0,31.434561116320005,29.930417246316,1.0,0.0,21.19440777114,20.575121172682003,1.0,0.0,12.59504470891,12.192584301321999,1.0,0.0,28.110135384629995,27.165417200068,1.0,0.0,57.51046225835,54.85245964686,1.0,0.0,45.21109309918,44.1092337033,1.0,0.0,25.18283579624,23.782689745778,1.0,0.0,45.50873996151999,44.106568027175996,1.0,0.0,51.30493734849,49.624517789958,1.0,0.0,48.63075841704,48.45832453113601,1.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1199,15.1361538891,31.5788992402,21.5943772235,12.7909216774,28.716520988,57.8747416826,45.6502172371,25.7121704879,45.4538780867,51.6864322613,48.3147592366,15.167358082949999,14.877133214648,1.0,0.0,31.49750857591,29.990416056942003,1.0,0.0,21.23745084135,20.598413667296,1.0,0.0,12.63439797046,12.199834211634002,1.0,0.0,28.21793798478,27.187195129814,1.0,0.0,57.58367050818,54.907841179331996,1.0,0.0,45.28084919265,44.099988417236,1.0,0.0,25.296362358019998,23.839199847116003,1.0,0.0,45.54422817099,44.124098552076,1.0,0.0,51.40153676317,49.659039131554,1.0,0.0,48.62795203,48.39149048143,1.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1200,15.1598276689,31.5972499205,21.713573418,12.8398353358,28.716520988,58.1804464621,45.8217486145,25.6825350401,45.5335454957,51.900161339,48.0734099514,15.157027706349998,14.875431572443999,1.0,0.0,31.5351506016,30.049616894658,1.0,0.0,21.27188529752,20.623562866380002,1.0,0.0,12.669749205410001,12.20686243979,1.0,0.0,28.293560704289995,27.211219207894,1.0,0.0,57.64963838165001,54.97334274408,1.0,0.0,45.33192742503,44.096295963656004,1.0,0.0,25.36133237832,23.890889911030005,1.0,0.0,45.550022164379996,44.146964240715995,1.0,0.0,51.46052292439,49.699821246592,1.0,0.0,48.548250638140004,48.32506471006601,1.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1201,15.1985665811,31.8870056201,21.713573418,12.8442820321,28.7607683239,58.4137474781,45.8674903152,25.6574588919,45.497333037,52.5283256534,48.118312144,15.1544451122,14.875408429318,1.0,0.0,31.582029650389995,30.109217119340002,1.0,0.0,21.31757717205,20.648975675173997,1.0,0.0,12.70999180621,12.21451291535,1.0,0.0,28.378032890980002,27.236850208941995,1.0,0.0,57.748590191869994,55.046074128628,1.0,0.0,45.402830872829995,44.103144059336,1.0,0.0,25.4251625737,23.941305714518002,1.0,0.0,45.5492979152,44.169257083123995,1.0,0.0,51.567004436210006,49.750569320063995,1.0,0.0,48.431504937380005,48.274128888722,1.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1202,15.1705884778,31.7327982228,21.7201954288,12.9109824754,28.7768582642,58.2287156379,45.7912541474,25.7418059358,45.3669681859,52.5896099768,47.8039967958,15.151001653330002,14.876805303093999,1.0,0.0,31.597758804919998,30.153102289632002,1.0,0.0,21.372539861699998,20.672412046506,1.0,0.0,12.74667705003,12.22456402673,1.0,0.0,28.469339279819998,27.264487620045998,1.0,0.0,57.82904686293,55.112380839426,1.0,0.0,45.48821538069,44.11528880467,1.0,0.0,25.49970712331,23.99048569307,1.0,0.0,45.531553810460004,44.190817141122,1.0,0.0,51.697233623340004,49.798570696228,1.0,0.0,48.31700434625,48.22347868762,1.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1203,15.2330011698,31.8253226612,21.8725016772,12.9198758678,28.9739600331,58.3252539893,46.0504571177,25.6756960905,45.497333037,53.1181872657,48.3596614292,15.143038654700002,14.88921922258,1.0,0.0,31.598992464099997,30.215760910724,1.0,0.0,21.43611116539,20.714315710818,1.0,0.0,12.77024454,12.245903703404002,1.0,0.0,28.55622495755,27.313314276944002,1.0,0.0,57.898232681460016,55.209941773796,1.0,0.0,45.54005597475,44.166497095353996,1.0,0.0,25.52569513142,24.056584624336,1.0,0.0,45.507472525459995,44.24382315170799,1.0,0.0,51.798352756869996,49.900075919748005,1.0,0.0,48.25133488957,48.21657863802,1.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1204,15.06513255,31.4737297953,21.6142432559,12.7775815888,28.6038914057,57.2150629478,45.4253205423,25.2243254232,44.910691207,52.137638092,47.8769628588,15.12280833385,14.897329014510001,1.0,0.0,31.58357172437,30.270897153860002,1.0,0.0,21.47319442587,20.743277720269997,1.0,0.0,12.77669224952,12.262264240588,1.0,0.0,28.60167903895,27.353536267544,1.0,0.0,57.84030967060001,55.28129295065,1.0,0.0,45.541199517260004,44.196107490517996,1.0,0.0,25.504266422969998,24.11283794965,1.0,0.0,45.42925361479,44.277598275246,1.0,0.0,51.826696756420006,49.976775504086,1.0,0.0,48.13066024696,48.192450192436,0.0,-1.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1205,15.1124801094,31.717377483,21.8327696124,12.9799062668,28.8733979061,57.633395804,45.8217486145,25.8101954308,45.0772685168,52.9036921339,48.4101763959,15.116999649170001,14.907160375486,1.0,0.0,31.60947856712,30.328331117396,1.0,0.0,21.54140113713,20.77845552482,1.0,0.0,12.80070440911,12.283826783866,1.0,0.0,28.64512187781,27.399469266485998,1.0,0.0,57.837896211810005,55.366939570923996,1.0,0.0,45.58617885622,44.235844445096,1.0,0.0,25.54188064525,24.181399591997998,1.0,0.0,45.376383425170005,44.315137524814,1.0,0.0,51.94083880866,50.076129800850005,1.0,0.0,48.07958400288,48.185112390411994,0.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1206,15.0672847118,31.8222385132,21.7996595584,12.8776322537,28.7487008686,57.5690369031,45.5777928778,25.8945424747,45.0917535002,52.6049310576,47.9050267292,15.127975674320002,14.918928093987999,1.0,0.0,31.67547933318,30.396323782554,1.0,0.0,21.616892060269997,20.813102933144002,1.0,0.0,12.829607934540002,12.305388215212002,1.0,0.0,28.70063217191,27.446839084262002,1.0,0.0,57.868305792510014,55.461874686032,1.0,0.0,45.63840063112,44.277599450981995,1.0,0.0,25.61596926488,24.25819371608,1.0,0.0,45.32858297975999,44.362627423664,1.0,0.0,52.120095454470004,50.187079035096005,1.0,0.0,48.071726119180006,48.186050713511996,0.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1207,14.9941112108,31.8592482886,21.8923677096,12.7798049369,28.7567458388,57.4242293759,45.4481913926,25.8968221245,45.1569359258,52.9113526744,47.2595577106,15.127975674319998,14.933277569060001,1.0,0.0,31.7149564269,30.472843658358,1.0,0.0,21.70628920609,20.859753478312,1.0,0.0,12.844282032070002,12.328281866666,1.0,0.0,28.749103117129998,27.502151101023998,1.0,0.0,57.8642833612,55.56000267436,1.0,0.0,45.67918698085,44.336392822822,1.0,0.0,25.678203705370002,24.340124409378,1.0,0.0,45.3140979963,44.418774828196,1.0,0.0,52.36523274788,50.31867118086,1.0,0.0,48.02457881696,48.20972400718401,0.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1208,15.1038714622,32.0442971654,22.077784012,12.9109824754,28.917645242,57.9230108583,45.7798187223,26.0130842661,45.5842429378,53.0032791594,46.8217613327,15.124101783090001,14.945045439038,1.0,0.0,31.75381669103,30.545890647358,1.0,0.0,21.783104531379998,20.905260612821998,1.0,0.0,12.863180491010002,12.348870363504,1.0,0.0,28.784500985839998,27.554825076268003,1.0,0.0,57.878764113909995,55.656178215258,1.0,0.0,45.72340395814,44.383022068966,1.0,0.0,25.73086361655,24.41601659886,1.0,0.0,45.31699499299,44.471788717463994,1.0,0.0,52.538360961349994,50.431934369459995,1.0,0.0,47.89436245842,48.192895623238,0.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1209,15.116784433,31.9085946557,22.0314299364,12.8598454688,28.9377576674,57.697754705,45.6768998958,26.3778282397,45.5407879874,53.0722240232,45.9798452215,15.12216483748,14.95737280871,1.0,0.0,31.78678623258,30.615794380604,1.0,0.0,21.82680980267,20.952847134557995,1.0,0.0,12.87007287015,12.369720516834,1.0,0.0,28.80662465378,27.607179323769998,1.0,0.0,57.86106541615,55.750162462119995,1.0,0.0,45.72607222401,44.432822657886,1.0,0.0,25.79742939173,24.492794492394,1.0,0.0,45.32568598306,44.52624060016999,1.0,0.0,52.67694013754,50.547645943276,1.0,0.0,47.66087105691,48.172818325866004,0.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1210,15.2781750458,32.1090642723,22.1175160769,12.9465560451,29.0584322198,58.035638935,45.7760069139,26.801843109,45.811657178,53.5318564483,45.5813382622,15.13399957517,14.970948411668001,1.0,0.0,31.83796766776,30.689155670464,1.0,0.0,21.86720406856,20.997410404332,1.0,0.0,12.88074494108,12.390971597996002,1.0,0.0,28.840815776960007,27.65857783982,1.0,0.0,57.84658466344,55.847539406766,1.0,0.0,45.72149805395,44.47649553259,1.0,0.0,25.90936019862,24.57632538781,1.0,0.0,45.35349715129,44.579433717924005,1.0,0.0,52.840109648470005,50.66093858225,1.0,0.0,47.41166388799,48.129733428752,0.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
1211,15.261043838,32.183083823,22.3559084657,12.9999163998,29.1589943468,58.092033422,45.8408076565,27.009291244,45.8377301483,53.5931407716,45.8956536104,15.14024730086,14.984009253168,1.0,0.0,31.867575488050004,30.762525789422003,1.0,0.0,21.93143757333,21.043578205368,1.0,0.0,12.89630837785,12.413556542992001,1.0,0.0,28.88063837925,27.710944743825998,1.0,0.0,57.814413257830005,55.942679254333996,1.0,0.0,45.71882978808,44.51997584697,1.0,0.0,26.04454343383,24.663732515055997,1.0,0.0,45.38753686242,44.630451880788,1.0,0.0,52.94659116029,50.77072060395599,1.0,0.0,47.18939803463,48.081239035948,0.0,0.0,2007-05,1.9386415949978808,2.267770204479058,low,high,Stagflation
