,IDU,IYH,IYK,IYE,IYF,IYC,IYZ,IYW,IYM,IYJ
2006-11-16,0.0,0.0,0.0,0.20936564472828728,0.0,0.0,0.0,0.2827051311199186,0.21731554400838352,0.2904165364798853
2006-11-17,0.0,0.0,0.0,0.2114993392669764,0.0,0.0,0.0,0.2811875836669556,0.2172357575442115,0.2898804193075984
2006-11-20,0.0,0.0,0.0,0.21019613780398055,0.0,0.0,0.0,0.28162091284190865,0.21963617623753243,0.2883504914752256
2006-11-21,0.0,0.0,0.0,0.21274316758567582,0.0,0.0,0.0,0.27990151899880833,0.21960304908476466,0.2875571810572405
2006-11-22,0.0,0.0,0.0,0.2105981538230776,0.0,0.0,0.0,0.28103038226023525,0.22150085999832936,0.28667644466776143
2006-11-24,0.0,0.0,0.0,0.2105474906279384,0.0,0.0,0.0,0.2807108026430273,0.22213765503336125,0.2864096280446438
2006-11-27,0.0,0.0,0.0,0.21277922841832272,0.0,0.0,0.0,0.27855479684747125,0.22225111597340783,0.2862170865713181
2006-11-28,0.0,0.0,0.0,0.2154974551501794,0.0,0.0,0.0,0.2780257059001476,0.22158984415260385,0.28469024699684
2006-11-29,0.0,0.0,0.0,0.21925151016200894,0.0,0.0,0.0,0.2758166583521394,0.2216093019029359,0.2831283730716819
2006-11-30,0.0,0.0,0.0,0.2197775172375785,0.0,0.0,0.0,0.2756138154658702,0.2218788785804805,0.2825363371476243
2006-12-01,0.0,0.0,0.0,0.22210159984478217,0.0,0.0,0.0,0.27394378341823344,0.2215997476979264,0.2821602636951027
2006-12-04,0.0,0.0,0.0,0.2194626572591411,0.0,0.0,0.0,0.2750132019874928,0.2225927583788956,0.28273897954606114
2006-12-05,0.0,0.0,0.0,0.21970603937222932,0.0,0.0,0.0,0.2743887439406773,0.22276294030515364,0.28295017172881587
2006-12-06,0.0,0.0,0.0,0.21960265059256612,0.0,0.0,0.0,0.2741663605711841,0.22311339980965536,0.2829251185622402
2006-12-07,0.0,0.0,0.0,0.21888365861907344,0.0,0.0,0.0,0.2725870627245826,0.2247144046445372,0.28362169275342647
2006-12-08,0.0,0.0,0.0,0.21834622191199857,0.0,0.0,0.0,0.27302640669217004,0.22501503642001366,0.28341905440299586
2006-12-11,0.0,0.0,0.0,0.21841706210588516,0.0,0.0,0.0,0.2740600346309015,0.22452645474747956,0.2828031423592962
2006-12-12,0.0,0.0,0.0,0.21980349860593207,0.0,0.0,0.0,0.27361330647836773,0.22253255330947308,0.28385655561144785
2006-12-13,0.0,0.0,0.0,0.22133906221901672,0.0,0.0,0.0,0.2731355700727626,0.2228083290519643,0.2825233269933505
2006-12-14,0.0,0.0,0.0,0.2227486993365873,0.0,0.0,0.0,0.2734535868313235,0.22195434659731225,0.2816516749169872
2006-12-15,0.0,0.0,0.0,0.22044762398838183,0.0,0.0,0.0,0.27343446616411426,0.222963219706297,0.28296304588874704
2006-12-18,0.0,0.0,0.0,0.21630819214943467,0.0,0.0,0.0,0.27456144412496614,0.22256056488974504,0.28637610905293914
2006-12-19,0.0,0.0,0.0,0.21880300167105957,0.0,0.0,0.0,0.27315664615645,0.22231455080353865,0.2855323579328732
2006-12-20,0.0,0.0,0.0,0.21650172206996435,0.0,0.0,0.0,0.27353198043474897,0.22261439046142634,0.2871585606553816
2006-12-21,0.0,0.0,0.0,0.21698179795213612,0.0,0.0,0.0,0.27315634452776294,0.22139093726011816,0.2882759903753461
2006-12-22,0.0,0.0,0.0,0.21661591747914463,0.0,0.0,0.0,0.27335867156124427,0.22131589640661933,0.28851328385972147
2006-12-26,0.0,0.0,0.0,0.2155355641313251,0.0,0.0,0.0,0.27346605788664724,0.22235083168740705,0.28845246724459467
2006-12-27,0.0,0.0,0.0,0.21593009004981845,0.0,0.0,0.0,0.2728848443053962,0.22307028213764904,0.28792136532134766
2006-12-28,0.0,0.0,0.0,0.21677611358646312,0.0,0.0,0.0,0.2730947170454009,0.2224401656211177,0.2874952241334499
2006-12-29,0.0,0.0,0.0,0.2159734133099351,0.0,0.0,0.0,0.27400316484638054,0.22229326266053598,0.28753516365211557
2007-01-03,0.2878908841066177,0.2592924296574312,0.2848872391961296,0.16769552825901934,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-04,0.2875495447264278,0.26207143558969703,0.2856120763362179,0.16453301657409844,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-05,0.28456031280791827,0.2624428110269385,0.2859532536212017,0.16680796090373767,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-08,0.2835447036272632,0.26281669683331554,0.28651243179790753,0.16689087515430193,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-09,0.2843208537180262,0.26292353533125895,0.287067766687195,0.1654521745039453,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-10,0.28453615649514086,0.26330863311730146,0.2891913227172684,0.16272811946095345,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-11,0.2837278406781418,0.2649739930494417,0.290239538161697,0.1608239277883199,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-12,0.2808876351161792,0.26558762621243764,0.28855184683853863,0.1647388233405279,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-16,0.281470815717003,0.26591653332470144,0.2894337560971523,0.16294484612919052,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-17,0.28078696806852466,0.2665864376244817,0.28831709183433757,0.16407647193358654,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-18,0.2806226756116798,0.267761744416987,0.2882287391567556,0.16315349732844442,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-19,0.27996217735415435,0.2662509172635992,0.2871864966346584,0.16636848301636895,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-22,0.28080710276279286,0.2652047558176581,0.28767893636725095,0.16607650017889722,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-23,0.28061509421157593,0.2627600045462464,0.2869899579495154,0.1694033668484494,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-24,0.2808586092616506,0.26331644091136164,0.28645422574987167,0.16914045087916246,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-25,0.28175226726284797,0.26356245334458916,0.28698338423877456,0.16746940644633346,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-26,0.2821237180299177,0.26278204038215536,0.2870426613454506,0.1678188898468284,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-29,0.282339496755363,0.2629478096006329,0.28745851453091603,0.1670216510066588,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-30,0.2817522705865316,0.26292592857328295,0.28536137794910493,0.1697292100176847,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-31,0.2814903745607791,0.26255876982979515,0.28601628057723294,0.16970442766100202,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,0.2814669035890881,0.262655000543324,0.28570062770332993,0.16994907295269607,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-02,0.28227925211351773,0.2618499368451576,0.2855838796937424,0.17005903787811977,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-05,0.2846977818855378,0.26146236603158557,0.2839966488006287,0.16961561408715148,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-06,0.28649106152096976,0.26070622387309056,0.28378829655380294,0.16878695867798035,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-07,0.2870170316832631,0.26112109637420045,0.28372388792048076,0.16791042759100716,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-08,0.28768639727211653,0.2609404188061417,0.2818290121454595,0.16931687191171016,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-09,0.28813015678497716,0.26034448547951405,0.2822775090011895,0.16902007520946802,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-12,0.28875862617031034,0.26040189626405835,0.283057138163832,0.16755374845300924,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-13,0.2889490846114236,0.25939521331379556,0.28300035707365306,0.16842836886699544,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-14,0.2890601668951577,0.2595859288937745,0.28296163212462877,0.16816625060326365,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-15,0.28793294278885506,0.26075484139516,0.28458575535532854,0.16650020976421753,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-16,0.2880154201878722,0.2599712278884482,0.2851901590211898,0.1665969016644757,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-20,0.2889124797285678,0.26019736241519353,0.2858671579393768,0.16479699744412754,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-21,0.2880353559559128,0.25972316754404373,0.2852861402437628,0.16672893224831772,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-22,0.28862661405224455,0.25878288615411227,0.28409291842557466,0.1682711740752775,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-23,0.29066325836812285,0.2575739272426054,0.2833791142178246,0.16815782322331635,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-26,0.2948158402474556,0.25630378107732316,0.2806883165244737,0.1679678565256438,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-27,0.29553421271996877,0.25744299293848855,0.2802391279054418,0.16655228648416848,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,0.29461602489538385,0.25738492579717626,0.28157218955598745,0.16619639566697925,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,0.29607358872796213,0.2560808083430817,0.2815611493109257,0.16605388318852388,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-02,0.29541105590469185,0.25674089892722046,0.2819247758868747,0.1656897904163585,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-05,0.2942674322151312,0.25780450139246786,0.2822829515065576,0.16540930967850492,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-06,0.2939878423161638,0.25719359490130655,0.2822916145912902,0.16629434327161635,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-07,0.2938274880033957,0.2562996797303272,0.28116706515105827,0.16847346465652518,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-08,0.29295958489496515,0.256105172659223,0.28224795478019554,0.168455896078852,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-09,0.29296990618321833,0.2562617233316212,0.28240915833817914,0.16812840950444993,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-12,0.29505552112452166,0.2556894081043736,0.281928405035227,0.1670964477159162,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-13,0.2955980463026106,0.2557896097202797,0.2811640246594908,0.16721464225411137,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-14,0.2954545767045931,0.2553994140146981,0.2801908588340043,0.16872271524716173,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-15,0.2974777841346213,0.25427815269330845,0.2806995592965149,0.16731340482830814,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-16,0.29732996271124945,0.2549762438364291,0.2808102651797419,0.16665109009129803,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-19,0.2971383222013609,0.25488995347136234,0.2796758662800308,0.1680659489812968,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-20,0.2987044498457163,0.2539005568903261,0.2796194441581919,0.16754755801905497,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-21,0.29841949321064626,0.2538663031716786,0.27912245885281395,0.16836651672209993,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-22,0.29768250627613774,0.2532652134986383,0.2784982244553406,0.17032962668396315,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-23,0.29814782501139286,0.2519317402593536,0.27827021117920403,0.17142636965804905,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-26,0.29893837231665404,0.25205793456514164,0.27697067110970924,0.17180958797237234,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-27,0.29964818725832487,0.25107389103791256,0.27603841555210634,0.17301538058882485,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-28,0.29993114283431566,0.25062286994199123,0.2761896565270683,0.17303197045401142,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-29,0.3001287872603758,0.24966499557995495,0.2761603478030186,0.17382216538033016,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.299527156784667,0.25099303104437526,0.277246011697898,0.17200914254016383,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-02,0.28789222645444795,0.2592772401993683,0.28487964553124223,0.16769467589275316,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-03,0.28651064409160576,0.260400172040529,0.2853386492503537,0.16749575852083068,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-04,0.2851731332748088,0.26136271541500505,0.28550904951909345,0.16770092260026384,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-05,0.28464953643537294,0.2620934001807575,0.2853303444135351,0.16767364902305432,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-09,0.2865105296340234,0.2616903314430738,0.28466219975802104,0.1668842584093331,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-10,0.2862617476363407,0.26063415915121707,0.28422682219589523,0.16862579328366822,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-11,0.28571793567237674,0.2611353718714092,0.28365888616955676,0.16923569811871478,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-12,0.2834748127344663,0.26224811091147043,0.2839399620624576,0.17008605328718995,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-13,0.28254867895157615,0.26461224225659197,0.28307556655857685,0.169513296664724,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-16,0.2826168948785233,0.2650735951810888,0.2828479623540411,0.16921302353994244,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-17,0.2832870181270125,0.2651637219264507,0.2832352166592814,0.16806641572179426,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-18,0.2840826265804847,0.2643934098978891,0.2839106570915018,0.1673655252727299,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-19,0.2836716011982951,0.2664477793506844,0.2838249287712881,0.16580710919431307,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-20,0.2834110452388213,0.26563505313620567,0.2834465703982354,0.16726113701925327,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-23,0.28479411537145893,0.2648091918579684,0.2832206749675586,0.1669301764141473,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-24,0.2857851548819322,0.26440659457973104,0.28303803090872875,0.16652475165681643,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-25,0.28590143159137077,0.2634962761846199,0.28223497666772085,0.16812358083939444,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-26,0.2845388622333037,0.2645111944650507,0.2822536987964513,0.16845225214870108,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-27,0.2837844314733226,0.26460473170546683,0.2824849249675413,0.16888125426556264,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,0.28296943917081635,0.264538075556722,0.28412411698551454,0.16812209546201096,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,0.28491538570389063,0.26471773623781314,0.28166383334384104,0.1684574602565064,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-02,0.28489026824578245,0.2645319776213267,0.2815041519906171,0.16882952266397197,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-03,0.2840232407723447,0.2648099715114165,0.2807037518792586,0.17021910742437607,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-04,0.2836607866475543,0.2657146167540336,0.28067379679984666,0.16970732415846987,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-07,0.2853267819075536,0.26590851627530365,0.27953431176121657,0.1689877098814854,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-08,0.2846493183035536,0.2657219107825099,0.27942285031407643,0.16996264011289688,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-09,0.2850127288543456,0.2657274730292497,0.27976782368416525,0.16924909153236642,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-10,0.28609519033659175,0.2645824921307991,0.28030604750555277,0.16876974112399504,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-11,0.285707471650037,0.2641112582735806,0.27880611993053955,0.1711308465689727,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-14,0.28628031900435813,0.2634742081623177,0.27853403705579166,0.17146744901491842,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-15,0.28658806407198234,0.26278836206985806,0.2789121436859026,0.17146746486479927,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-16,0.28614769848998095,0.2631352393734913,0.27949538211223873,0.17097949627113626,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-17,0.28496558322033616,0.26213923344277124,0.27925802271857353,0.17339495164281907,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-18,0.284543956407583,0.2616404361660681,0.27875207065099133,0.17482319613446443,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-21,0.28451082333770367,0.2612619070454137,0.27823683421211226,0.17575067545738482,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-22,0.283845836998857,0.2619658340726888,0.2793934188046989,0.17455483631604352,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-23,0.28150914164993895,0.2632064336322833,0.2797105341700051,0.17533301293322034,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-24,0.2777631203707613,0.26570029443192283,0.28149894195587194,0.17479360707800917,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-25,0.27639788894450673,0.26510513062610425,0.28146049823831787,0.17679332967391034,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,0.2777649051487568,0.2645269906643172,0.28230934984555767,0.17515609850443534,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-30,0.27855147354927356,0.2620967719243618,0.28200176270349414,0.17710923199589831,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-31,0.27924025404935443,0.2627547992785377,0.2818736782946808,0.1758905048329746,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,0.2774878852010767,0.26300905040405254,0.28190750220810373,0.177355296567249,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-04,0.2765311068090487,0.26206599882428666,0.2812828413106911,0.1798802853537616,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-05,0.2747355926528831,0.2628830415929815,0.2817902906151869,0.18034962652091222,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-06,0.27373270758247525,0.2631365469488278,0.28304572838983755,0.1798410361515287,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-07,0.2701498147228702,0.26458597631691383,0.2847226352170342,0.18029216596974107,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-08,0.2709440679585825,0.2640904712671148,0.28481117904623826,0.17990709909034316,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-11,0.27240307099016425,0.26287061869866696,0.28392169512958637,0.1805584004174673,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-12,0.27150847465786504,0.26352885699569145,0.2844502572076916,0.18026368141140925,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-13,0.27276797180542534,0.2619981586985004,0.2836289382657564,0.18135967230819028,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-14,0.2722878502155901,0.26127097075242134,0.2825416954868745,0.18365562875070507,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-15,0.27376857025442053,0.26056753995468335,0.2810155174469082,0.1844066381142823,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-18,0.2723120725165766,0.26025156291719914,0.28109781594802236,0.1860960551266288,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-19,0.2728286438512295,0.2608111076271254,0.2803225838184818,0.18579495698555906,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-20,0.27150777670470966,0.2608701699268597,0.28102201751348077,0.18635493262990188,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-21,0.2707596732994346,0.2606017382440903,0.2828800721203816,0.1855132828477089,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-22,0.26981529514802177,0.25978132786583275,0.2836555244654745,0.18649997669676927,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-25,0.27101611435276096,0.2599778226248438,0.2835587474089371,0.1851985717912881,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-26,0.27121559951299945,0.2619298027047489,0.2845183344123464,0.18208655326576914,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-27,0.27167005749263534,0.26104003981651314,0.2838134426712724,0.18322986861172227,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-28,0.2715533315499679,0.2613666815779074,0.28418910263949004,0.1826440682259015,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-29,0.2721088011980292,0.26025832007644445,0.2837804193365636,0.18360552374845354,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-02,0.28789920142155,0.2592979510266148,0.2848864447930158,0.16769031317886102,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-03,0.287341789264392,0.2590905032007726,0.28469713345003966,0.16864492224512925,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-05,0.2868313840435082,0.2595842924144116,0.28475896273223306,0.16859969585799836,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-06,0.28520781799851963,0.2591902047220647,0.28519102477161745,0.17018548301330322,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-09,0.28565422824830244,0.2579688402952893,0.28462761768332895,0.17152457495003146,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-10,0.2850059980688419,0.25835647541790296,0.28445332641597654,0.17195686117151224,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-11,0.28523249957193014,0.2585465746363334,0.2839690652799344,0.17202581497147043,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-12,0.2843324944024069,0.25872983118515686,0.2841338177083659,0.1725812712521561,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-13,0.28660066777772875,0.2569506084614535,0.28350690592407485,0.17272035887243056,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-16,0.28402479185894774,0.2588268772840516,0.28510147401893926,0.17182396885817217,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-17,0.28508640910622285,0.25873142908129654,0.2849362992600102,0.17102205030433842,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-18,0.28596213516415103,0.2571587785993043,0.282971825623989,0.17368414736229537,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-19,0.2892530821157044,0.2541936788161578,0.28189750595755364,0.1744343775631952,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-20,0.2883804007654567,0.2548341484083782,0.2815346537366849,0.17502697542765505,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-23,0.28752890189238134,0.2555247746277896,0.281488904776744,0.17523484075880302,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-24,0.2842384179107958,0.25782867653598446,0.28397554227454774,0.17373026050897797,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-25,0.28312733085349584,0.25777678642551743,0.28334616473069135,0.17552340910917516,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-26,0.28123916862456777,0.25966928927811583,0.2852405622454994,0.17361925812475756,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-27,0.28534090516134886,0.25725207642501974,0.2859259640638423,0.17124597820777163,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-30,0.2817466688212283,0.2582341635999913,0.28653283177801353,0.1732524202410061,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31,0.28334778331944105,0.25734071800028074,0.28611368551921523,0.17296188201249768,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.28733874149625743,0.2564413172023725,0.2854674469825064,0.1705194103171951,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-02,0.2873561147898345,0.2576164041884214,0.2861975532169932,0.1685978070606814,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-03,0.2843815234023039,0.26009573368516864,0.2888896528977993,0.16639573389891332,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-06,0.2858367858340386,0.259964684199774,0.2900487624003467,0.1639167983852766,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-07,0.28826606950626393,0.25760282740955254,0.2883721255898132,0.1655291332918405,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-08,0.28834178298827295,0.25720580392900033,0.28787664749603087,0.1663480988159128,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-09,0.2883339753134809,0.2573797978850232,0.2879027519165105,0.16615053982731467,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-10,0.2870256125892999,0.25640476870772383,0.28898115027162735,0.16735541764924697,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-13,0.28754687009177754,0.25750830363355,0.2875659189549766,0.16714575265825,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-14,0.2856983177640923,0.2584665485415987,0.28782272663678765,0.16777660792122057,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-15,0.2859524889671111,0.2608872330704045,0.2872499185196418,0.16567135562103988,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-16,0.28569087215028344,0.2607566291306955,0.28826048880461863,0.16505244526173227,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-17,0.28231935159740196,0.25971471430869325,0.289626857155799,0.16810259678049025,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-20,0.2859413103118384,0.2577797074433608,0.2878241349438009,0.16821995452925387,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-21,0.28812634658829483,0.2584774308024719,0.2874605759171915,0.16570071203108439,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-22,0.28825059833659494,0.2584017560842268,0.2870987215183737,0.1660159586708646,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-23,0.2881187691213911,0.2584578726797794,0.28625342897659,0.16693746046640046,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-24,0.28760655580905037,0.25806573114538167,0.2854987829973268,0.16859887380429717,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-27,0.28272533793931276,0.26010873445676924,0.28755732286687974,0.16937560868596235,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-28,0.2833245130448091,0.261261672524632,0.28711230966074647,0.168064671766893,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-29,0.2851152924756003,0.25890604071649026,0.2859464401451163,0.16979952558150635,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-30,0.28397498994080744,0.25977233442454223,0.28549893245934016,0.1705203661701322,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,0.2831509532690525,0.25927258572714773,0.2868104232599909,0.17053440016815993,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-04,0.2846716638986803,0.2582583515114141,0.28437777347387744,0.1724636126784418,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-05,0.2836913037668539,0.2588802663825454,0.28370178372323646,0.1734963996790172,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-06,0.28454543819561284,0.25885150997858164,0.28303826134120236,0.17333616237677446,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-07,0.28420738616495095,0.2592454406547348,0.28313937081105267,0.17317608769766032,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-10,0.28457648719192985,0.2590912894113966,0.28381931836896185,0.17228115912759068,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-11,0.2843720692776398,0.25875105904857404,0.2837103476223335,0.17293739019933246,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-12,0.2837650988228594,0.25874717338530323,0.2835136324280071,0.1737461180172262,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-13,0.2831999392191933,0.2585832798038335,0.283504828643593,0.17448464231780444,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-14,0.2839299973463249,0.2579602121846203,0.28377734396529375,0.17410568420151898,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-17,0.2836011766290583,0.2569081477456868,0.28425078518780245,0.17501209228373876,0.0,0.0,0.0,0.0,0.0,0.0
