,IYC,IDU,IYZ,IYW,IYJ,IYH,IYF,IYE,IYK,IYM,IYR
2014-06-30,28.8672608199,43.9842902267,25.0328519947,22.642862902,46.9451545687,115.1059820513,36.4157529943,43.1471964313,84.34628725,76.4845604889,55.2734477094
2014-07-01,29.161848563,43.5854024371,25.1401474368,22.871909203,47.2578201734,116.6771190031,36.6435157025,43.1851781183,84.7964285474,76.6680605198,55.4120355432
2014-07-02,29.159510565,42.7362848651,25.1566544279,22.8812580316,47.1264099917,117.5030881434,36.6347555983,43.1168110817,84.7984669231,76.8515605507,55.3504409504
2014-07-03,29.3629163876,42.3176501552,25.2804568611,22.9840951464,47.4934522234,117.9968740426,36.8756584627,43.3295085289,85.3824615572,76.5632033593,55.088663931
2014-07-07,29.1548345691,42.4677267493,25.1814149146,22.9770835249,47.1535983052,116.9195229899,36.6960763274,42.9572879963,85.1786239885,76.7991319704,55.1425591997
2014-07-08,28.8836268056,42.7481330173,24.9668240303,22.7083047023,46.8228071581,115.6715913539,36.4464133589,42.9193063093,84.9577999559,76.5195128758,55.3119443299
2014-07-09,29.2086085222,42.6651959521,25.0658659769,22.8064674027,46.8499954716,116.0755979987,36.5164941922,43.2079671305,85.342118705,76.7379652935,55.4351335155
2014-07-10,29.0262446812,42.9100577636,25.0493589858,22.7550488454,46.546392638,116.0755979987,36.3369120569,42.7521868865,85.1361578284,76.2835842646,55.6122179698
2014-07-11,29.0870560082,42.5664613507,25.2144288968,22.8275022671,46.7457736033,116.2372006566,36.3675724214,42.417948041,85.2041036846,76.4321319087,55.6507145903
2014-07-14,29.1524965711,42.0925352641,25.2887103567,22.9981183893,47.0131253523,116.7040527794,37.274243202,42.8053612483,85.5013668055,76.4146557153,55.9047922855
2014-07-15,29.1033986139,42.2821056987,25.1318939413,22.9350137962,46.9814056533,115.5010107706,36.8274778899,42.5850674637,84.7030029951,76.213679491,55.8893936373
2014-07-16,29.1174266017,42.3689921479,25.2474428789,23.1500368543,47.1581296907,115.1957613057,36.7398768482,43.2459488175,84.7030029951,76.7379652935,56.097275388
2014-07-17,28.8812888077,41.9701043583,24.9585705348,22.8508743387,46.5101415533,113.9119179679,36.2931115361,42.6078564759,84.0575173611,76.2398937811,55.7662044518
2014-07-18,29.1758765507,42.4223088327,25.1401474368,23.1640600972,46.9315604119,115.7793264592,36.6829361712,42.7521868865,84.7454691552,76.781655777,56.2589611941
2014-07-21,29.0075406976,42.3531946117,24.9173030571,23.1500368543,46.8545268571,115.3573639636,36.5953351296,42.8129575857,84.4482060343,76.5369890692,56.097275388
2014-07-22,29.1665245589,42.2939538509,25.0245984992,23.344025048,47.112815835,116.3447562033,36.7179765878,43.1547927687,84.3887534101,76.7030129066,56.3359544351
2014-07-23,29.1828905446,42.2663081625,25.0328519947,23.3837575696,46.8953093273,117.3413957063,36.7968175253,43.3826828907,84.4307949087,76.9651558079,56.4591436207
2014-07-24,29.2670584712,42.3808403001,25.1318939413,23.3720715339,46.7865560735,117.0003243189,36.8712784107,43.4358572525,84.5671112827,76.7204891001,56.3128564628
2014-07-25,29.0028647016,42.0135475829,25.0741194724,23.3370134266,46.5917064937,116.533472196,36.6040952338,43.0940220695,84.0379829274,76.9564177112,55.9971841747
2014-07-28,28.9724707281,42.6217527275,25.0906264635,23.3837575696,46.3288861303,116.5873397487,36.61723539,43.0446458764,83.8536797925,77.1836082256,56.3359544351
2014-07-29,28.921034773,42.2268143219,25.8994690272,23.2785832477,45.8893417294,116.8028099592,36.4376532547,42.8889209597,83.2676467827,76.5981557461,56.0741774157
2014-07-30,29.0659906466,41.5633178006,25.866455045,23.3533738766,45.9527811275,117.3235296347,36.5427745046,42.6306454881,82.5966814526,76.1699890074,56.020282147
2014-07-31,28.5937150585,40.8840237431,25.3629918166,22.8695719959,45.0193156988,114.8635780644,35.8288260156,41.6051399392,81.2037914004,74.684512567,55.2118531166
2014-08-01,28.5516310952,41.0301509531,25.2391893834,22.7457000168,45.02837847,114.77379881,35.579163047,41.2709010936,81.5350274494,74.7631554374,55.4351335155
2014-08-04,28.8742748138,40.7813397576,25.173161419,22.8999556889,45.209633893,115.3842977399,35.8375861197,41.9697641344,81.9936619788,75.6107508181,55.4351335155
2014-08-05,28.5586450891,40.3350593593,25.3134708433,23.6875944996,44.9558763007,114.3787700907,35.4915620054,41.0278182968,81.7048920899,74.8767506946,54.9423767731
2014-08-06,28.3832952421,39.880880193,24.6862051817,22.6638977664,44.824466119,114.2889908363,35.652747922,41.1949377196,82.6671752785,75.3573460135,55.0424679864
2014-08-07,28.2617193481,40.2797679826,24.4963747841,22.582095516,44.7972778056,113.0500371258,35.4784218492,40.9290659106,81.9511958187,74.7369411472,55.1271605515
2014-08-08,28.6287850279,41.0775435618,24.5293887663,22.7199907381,45.390889316,114.2441012091,35.798165651,41.6051399392,82.8769581095,75.5321079477,55.5429240529
2014-08-11,28.7971208811,40.9432645039,24.644937704,22.871909203,45.5993330525,114.2441012091,35.8770065885,41.620332614,83.4629911193,75.6107508181,55.8508970168
2014-08-12,28.7390216318,40.9235175836,24.6944586773,22.8345138886,45.4633914853,114.1543219548,35.9032869009,41.3392681302,83.2306162911,75.7156079786,55.6892112108
2014-08-13,28.8321908505,41.1051892502,24.7274726595,23.0939438826,45.8576220304,115.6177238013,36.1441897654,41.5215802278,83.4884708154,76.1787271041,56.3821503797
2014-08-14,29.0800420143,41.5277733441,24.8100076149,23.1243275756,46.0479402246,116.9145851309,36.2974915882,41.2481120814,83.8366933284,76.1962032976,56.3667517315
2014-08-15,29.0145546914,41.6660017861,24.7852471283,23.1734089258,45.9890322121,116.982368468,36.1836102341,41.5291765652,84.0405308971,76.3534890383,56.4206470002
2014-08-18,29.3044664386,41.6028116412,24.8677820838,23.4024552269,46.6642086629,118.005851968,36.5515346088,41.6507179636,84.669030067,77.1399177421,56.944201039
2014-08-19,29.5195622509,42.1162315684,24.7522331461,23.5941062134,46.7684305312,118.822843183,36.61723539,41.9697641344,84.7879353153,77.4195368367,56.9903969836
2014-08-20,29.6294481551,42.2189155538,24.8512750927,23.5824201777,47.0856275215,118.8048873321,36.7179765878,42.0685165206,85.008759348,77.5243939972,57.2675726511
2014-08-21,29.634124151,42.3058020031,24.8760355793,23.7039549496,47.1626610763,118.885688661,37.055240598,42.0973826027,85.000266116,77.2797272894,57.2136773824
2014-08-22,29.6855601061,42.1991686336,24.8760355793,23.724989814,46.99499981,119.0383133935,36.9238390356,41.8254337238,84.8728676356,77.0175843881,56.8287111775
2014-08-25,29.7440100552,42.4479798291,24.9833310214,23.724989814,47.1400041484,119.8822383847,37.1866421604,42.2204432686,85.3654750931,77.3234177729,56.8056132052
2014-08-26,29.7627140388,42.017496967,25.0658659769,23.7460246784,47.0901589071,120.5466048672,37.2698631499,42.4331407158,85.2550630768,77.3933225466,56.8056132052
2014-08-27,29.7931080123,42.4677267493,25.2226823923,23.724989814,47.0312508946,120.5466048672,37.2348227333,42.4027553662,85.339995397,77.4282749334,56.8980050944
2014-08-28,29.7486860511,42.7165379448,25.2144288968,23.6969433282,46.9224976408,120.3850022093,37.0771408584,42.417948041,85.2635563088,77.3583701598,56.8441098257
2014-08-29,29.7323200653,43.0245899012,25.3299778344,23.8395129645,46.9587487254,120.8428764067,37.2523429416,42.6382418255,85.4538047062,77.5243939972,57.1289848173
2014-09-02,29.8235019858,42.6059551913,25.3464848255,23.8815826933,47.0810961359,120.8069647049,37.4056447644,41.9317824474,85.5947923578,77.2360368059,57.1597821137
2014-09-03,29.7346580633,42.8271206984,25.3464848255,23.6875944996,47.0493764369,121.2019934242,37.3574641916,42.2584249556,85.5098600376,77.41079874,57.1751807619
2014-09-04,29.8422059695,42.8034243941,25.3217243389,23.6595480137,47.0448450513,120.50171524,37.3530841395,41.6507179636,85.6032855898,77.3496320631,57.0673902245
2014-09-05,29.9754718533,43.3128949372,25.5280617275,23.8231525145,47.2034435465,121.0314128409,37.4275450248,41.9545714596,85.8040655949,77.620513061,57.6063429115
2014-09-08,29.872599943,43.0719825098,25.5280617275,23.8839199004,47.1400041484,121.3007506041,37.4275450248,41.3088827806,85.339995397,77.2360368059,57.5062516982
2014-09-09,29.6084061734,42.5664613507,25.2391893834,23.7343386426,46.8953093273,120.9057218848,37.0859009626,41.0961853334,84.9968688232,76.5107747791,57.1982787342
2014-09-10,29.6808841102,42.4084859885,25.1979219057,23.9259896292,46.9542173398,121.7855585778,37.217302525,41.0278182968,85.3484886291,76.5632033593,56.405248352
2014-09-11,29.7089400857,42.7599811694,25.4620337632,24.0031174653,47.0403136658,121.606000069,37.2873833583,41.088588996,85.4504074134,76.5195128758,56.4745422689
2014-09-12,29.6411381449,41.9582562062,25.4537802676,23.8628850361,46.845464086,120.6633178979,37.1559817959,40.4580929918,84.9323202598,76.152512814,54.8499848839
2014-09-15,29.5102102591,42.0530414235,25.082372968,23.6805828781,46.727648061,120.1425982225,37.1297014834,40.7163684634,85.008759348,76.2224175877,54.626704485
2014-09-16,29.636462149,42.5467144304,25.1979219057,23.8558734146,46.8907779417,121.8394261304,37.274243202,41.2177267318,85.4256071759,76.7641795836,55.0347686623
2014-09-17,29.7066020878,42.4400810609,25.3299778344,23.9026175577,47.0946902927,121.9830729374,37.4187849207,41.0202219594,85.339995397,77.3146796762,54.9962720418
2014-09-18,29.8164879919,42.1478266408,25.5115547365,24.0568732298,47.3212595715,122.9077992576,37.7472888267,40.7999281748,85.7136976062,77.7253702215,54.5959071886
2014-09-19,29.7977840082,42.4677267493,25.5693292053,23.9493617007,47.176255233,122.9706447357,37.602747108,40.7771391626,85.7986299264,77.5506082874,54.626704485
2014-09-22,29.3675923835,42.1478266408,25.3299778344,23.7483618856,46.633395241,122.1626314462,37.3224237749,40.1694321706,85.2380766127,77.2709891927,54.1416470668
2014-09-23,29.159510565,41.9543068221,25.082372968,23.6969433282,46.2518525755,121.52519874,37.0333403376,40.0554871096,84.6095774428,76.7467033902,53.8336741028
2014-09-24,29.4955900564,41.8219163597,25.1542518354,23.8626716491,46.5152719881,123.3917884445,37.2458828028,40.0847322489,85.4312169556,77.4523256708,53.7797719047
2014-09-25,29.0692381074,41.5989935236,24.7311427181,23.3002044328,45.8383723371,121.5644954,36.6831499182,39.5045685371,84.3384623068,76.1449283076,53.5156123779
2014-09-26,29.2824140819,41.6188973482,24.9136603765,23.6001869481,46.2108942927,121.9155516992,37.0172725684,39.939691321,84.9872853795,76.8381121445,54.1060866143
2014-09-29,29.2168214744,41.8577432441,24.8638828333,23.6025305615,46.0882346244,121.6725127228,36.8677966459,39.8480865244,84.5860395319,76.3993881971,54.0905478186
2014-09-30,29.15357146,41.9055124232,24.8472903189,23.6142486285,45.9428602027,120.9343943502,36.8062477367,39.344260143,84.3060211532,75.5219403023,53.764233109
2014-10-01,28.7295621041,42.0846468451,24.3909961728,23.20177267,45.1024143274,119.6921951376,36.4017834758,38.5961543041,83.7664735454,73.6705252444,53.7953107004
2014-10-02,28.8092102704,42.0289161361,24.4656624876,23.2205215772,45.1115002287,119.350140282,36.4677287358,38.4511133761,84.0567364989,73.5301335812,53.7098473241
2014-10-03,29.247275185,42.2996081513,24.6315876317,23.4150414895,45.6475684087,121.628135606,36.9733090618,38.3900435117,84.8933767769,73.6266528497,54.075009023
2014-10-06,29.0692381074,42.3075696812,24.4490699732,23.4056670359,45.5249087404,121.1414275523,36.8985711006,38.4053109778,84.9445996511,73.6091038918,54.1449336036
2014-10-07,28.7014509865,42.259800502,24.2831448292,23.0072527577,44.5072877886,119.3051330642,36.3182528133,37.8785833973,84.0055136248,72.3192554865,53.8263882918
2014-10-08,29.1301455287,43.1912994958,24.4988475164,23.4595701441,45.2705035024,122.1135834577,36.9381382565,38.2144676515,85.1494911477,73.2142523391,54.8519488078
2014-10-09,28.5608953989,42.4628195135,23.8517394547,23.1009972937,44.2165389452,119.7462037991,36.2347221507,36.7945933041,83.8518450023,71.1434753075,54.7820242271
2014-10-10,28.3617749832,42.6857423496,23.3871490514,22.383851593,43.44423733,118.7830493372,35.970941111,36.3060343889,83.7237024454,69.9940185653,54.7043302486
2014-10-13,27.7058489078,42.6300116406,23.1299650782,22.0908999179,42.8082242352,116.0466104922,35.6763856167,35.1533406982,82.3697965099,68.2566717337,54.6110974745
2014-10-14,27.9260526616,43.0798380777,23.370556537,22.1354285725,43.276148155,115.1464661353,35.8786177471,34.7411191135,82.4688273999,68.53745506,55.4346536464
2014-10-15,27.6988211284,42.5066079277,23.5779629671,22.0252787427,43.3442924151,114.3903448755,35.2499396026,34.9777648381,81.9565986583,69.1165706706,55.046183754
2014-10-16,27.6613396383,42.5742809315,23.5696667099,21.9034108458,43.5760737587,114.2373203348,35.3202812131,35.5884634821,81.9224500755,69.8711758601,55.1938023131
2014-10-17,27.9494785929,42.8011845326,23.8019619115,22.1565210931,44.3528274656,115.8935859515,35.711556422,35.8861790711,82.7164046251,70.6433300075,55.4735006356
2014-10-20,28.413312032,43.4779145708,24.0010720843,22.301825124,44.4709441832,117.324815479,35.9753374617,36.1991621262,83.9116050222,71.6348461285,56.2659792161
2014-10-21,28.9755343823,43.6092798135,24.3080336008,22.7846094846,45.5294516911,120.4393149539,36.6347900609,37.2907859524,84.6031138233,73.3458695233,56.8020676676
2014-10-22,28.7365898834,43.9118179482,24.1006271708,22.6393054537,44.9025244975,119.8992283397,36.3666126705,36.6037499778,84.5604280949,72.5912643338,56.7787594741
2014-10-23,29.0856362593,44.039202426,24.2167747716,23.0119399845,45.8565441398,121.9425560299,36.6699608662,37.2373498211,84.6714109889,72.7843028707,57.2060763557
2014-10-24,29.1699696118,44.437278919,24.274848572,23.2064598968,46.2018083913,123.7608476308,36.9381382565,37.1533787575,85.2860854788,73.1967033812,57.2293845493
2014-10-27,29.2683585232,44.3576636204,24.4490699732,23.2181779638,46.1109493778,123.9138721715,37.0172725684,36.3671042533,85.3031597702,71.7401398759,57.5712380546
2014-10-28,29.5166733946,44.6920478746,24.8721790905,23.5603455203,46.9332234504,124.8320194156,37.4437185826,37.1915474227,86.1141886111,72.6702346444,57.757703603
2014-10-29,29.4463956008,44.4890288631,24.8306978045,23.4900371183,46.7197047686,124.8950295205,37.4700966865,37.2831522194,85.8495370946,71.8366591443,57.3303867213
2014-10-30,29.6150623059,45.4205278568,24.9883266913,23.4150414895,46.9922818092,126.9563600979,37.8218047394,37.1381112914,86.4471372931,72.1700893443,57.8198587857
2014-10-31,29.8961734811,45.4364509166,25.2786956934,23.8181429944,47.5964942494,127.6404698091,38.2746288576,37.8785833973,87.1727946771,73.5564570181,58.2549450652
2014-11-03,29.9594234955,45.8544312343,25.3616582654,23.9048566903,47.4879177282,127.7664900191,38.3977266761,37.229716088,87.4715947764,73.0387627602,58.7055701404
2014-11-04,29.7556178935,45.4523739763,25.137659321,23.9095439171,47.446576877,127.6584726962,38.4285011307,36.4434415838,87.4118347565,72.1525403864,58.7754947211
2014-11-05,29.8541473604,46.4913536231,25.0381042345,23.9118875305,47.728239819,127.4064322763,38.7142639237,37.0236052956,87.9667492266,72.8369497444,58.7754947211
2014-11-06,30.1142454752,45.7748159357,24.6730689177,23.9423545047,48.1916207881,128.2255636411,38.7318493263,37.5045304778,88.3765322199,73.5125846233,58.5268739899
2014-11-07,30.1093494556,46.2047385481,24.8970678621,23.9423545047,48.2143355415,126.8303398879,38.7450383783,37.977821927,88.3765322199,73.9425340918,58.4802576028
2014-11-10,30.1550300216,46.4515459738,25.0795855206,24.0079756799,48.4505689768,128.1085448747,38.9340814568,37.6266702066,88.6411837364,73.9776320076,58.7444171297
2014-11-11,30.2592754157,46.2843538468,25.0795855206,24.0431298809,48.3597099632,128.5496156096,38.8373617422,37.7488099354,88.624109445,74.3373856444,58.5967985706
2014-11-12,30.3740624789,45.5160662152,25.345065751,24.113438283,48.4551119274,128.3785881818,38.7846055343,37.4129256812,88.8887609615,74.5304241813,58.2937920545
2014-11-13,30.5860671569,45.0941051325,25.386547037,24.2376497932,48.2870227524,128.1895578668,38.6966785211,36.9014655668,88.9997438555,74.4163559549,58.5268739899
2014-11-14,30.6762569922,44.9070091808,25.5690646954,24.4485749993,48.3687958646,127.0283716464,38.5999588065,37.2602510202,88.6411837364,74.7761095918,58.1694816889
2014-11-17,30.5895810465,45.4483932114,25.3699545226,24.3782665973,48.2961086537,127.685477027,38.5999588065,37.077041427,89.1704867694,74.7234627181,58.3870248287
2014-11-18,30.7113958891,45.5956815138,25.3782507798,24.5071653343,48.6004863491,129.8458234835,38.6922821704,37.1152100922,89.5896606229,75.5658126971,58.6667231512
2014-11-19,30.7933866486,45.5518930995,25.0878817778,24.3103018086,48.4323971741,129.1347094416,38.6263369105,37.2831522194,89.8022355507,75.3376762444,58.3015614523
2014-11-20,30.8470320311,45.4603355061,25.1708443498,24.4860728137,48.5959433984,128.7836531424,38.6703004171,37.7488099354,89.7083269481,75.8114981076,58.4647188071
2014-11-21,30.9245718636,45.639469928,25.262103179,24.5423195353,49.0638673182,129.2157224337,38.8285690409,38.2373688507,89.9729784646,76.759141834,58.8920356888
2014-11-24,31.1986552594,45.2812010843,25.2455106646,24.727464994,49.236499444,130.1158667906,39.1055391326,37.9243857956,90.0668870672,76.2853199708,59.0629624414
2014-11-25,31.2853312051,45.241393435,25.2289181502,24.7134033136,49.3182725562,130.1788768956,39.0923500806,37.3289546177,90.2717785639,76.1010559129,59.2261197963
2014-11-26,31.3579515921,45.4842200957,25.4943983806,24.9688571743,49.236499444,130.9890068168,39.1626916912,36.8556631685,90.4724014877,76.0659579971,59.6689754736
2014-11-28,31.7913313205,45.8942388836,25.5275834094,25.036821963,48.7594896228,131.736126633,39.1714843925,34.3976011262,91.3901446497,74.0127299233,59.8399022263
2014-12-01,31.4633682827,45.8942388836,25.179140607,24.7134033136,48.1552771827,131.3850703338,38.8637398462,34.5350083211,90.6730244115,73.1703799444,59.6223590865
2014-12-02,31.5219331109,46.2206616079,24.8472903189,24.762619195,48.5096273356,132.7442883128,39.2154478991,34.9777648381,91.0913445504,73.574005976,59.8321328284
2014-12-03,31.5383312628,46.1291040145,24.7477352325,24.8891743187,49.1047538743,133.0503373941,39.4132836789,35.428155088,90.963287365,74.7146882392,59.7777470435
2014-12-04,31.5594146009,46.1171617197,24.6564764033,24.8985487723,48.8548915871,132.8883114099,39.4616435361,35.0922708338,90.6644872658,74.8112075076,59.8709798177
2014-12-05,31.6484331397,45.8026812902,24.6979576893,24.8985487723,48.9321217486,133.9414803074,39.7957661864,34.664781783,90.6644872658,74.8112075076,59.5602039037
2014-12-08,31.4821090278,46.1450270742,24.4573662304,24.5470067621,48.3460811112,134.4815669216,39.9100713036,33.2678086347,90.175394189,73.4774867075,59.8243634306
2014-12-09,31.4048034546,46.439603679,24.1255159424,24.6899671796,48.4914555329,134.0584990738,39.8573150956,33.5807916898,89.9559041732,73.7582700339,60.0263677746
2014-12-10,31.0346737406,45.8305466447,23.6111479959,24.2493678602,47.5056352358,131.9071540608,39.3473384189,32.5120690627,88.820463796,71.9770508075,59.8865186133
2014-12-11,31.3860627096,46.2604692572,23.8185544259,24.3782665973,47.7373257204,132.3122190214,39.4836252894,32.5120690627,89.3412296833,71.8454336233,59.9409043983
2014-12-12,31.1845997007,45.7787967006,23.3207789938,24.0150065201,46.8060208315,130.3228999927,38.7318493263,31.8173993551,88.1474806009,69.8097545074,59.3970465489
2014-12-15,31.1049515344,45.3687779127,23.2958902222,23.8532971955,46.6651893605,129.0176906752,38.3361777668,31.5349512322,87.4630576307,69.2745112916,58.6978007426
2014-12-16,30.6434606885,45.3090664388,23.3456677654,23.4947243451,46.7310621453,127.5324524863,38.0636040258,31.8173993551,86.5581201872,68.8270128653,58.4258718179
2014-12-17,31.1588311763,46.1728924287,23.8268506831,23.9423545047,47.3284601594,130.0888624599,38.8637398462,33.2220062364,87.9932143782,70.7924961496,59.7311306564
2014-12-18,31.6671738848,47.0446799485,24.3495148868,24.6712182724,48.5232561876,133.6714370004,39.7078391732,33.9319434101,89.7423901594,72.2753830917,60.2672191079
2014-12-19,31.838183183,47.1083721874,24.5154400308,24.7883989425,48.7504037215,134.409555373,39.7957661864,35.6113646813,89.9217555904,73.1352820286,60.3915294735
2014-12-22,32.0935258338,47.1959490158,24.5984026029,25.0227602826,49.1638122331,132.7172839821,40.0243764208,34.6266131177,90.519355789,73.0124393233,61.386012398
2014-12-23,32.2621925389,47.3472180832,24.6398838889,25.060258097,49.4363892738,129.7198032736,40.2266085512,35.0464684355,91.1169559875,73.6091038918,61.0752364841
2014-12-24,32.2926998949,48.1720067018,24.6324803089,25.0519914694,49.4067033626,130.6251900712,40.1983285859,34.8008362804,91.0091258614,73.4554610105,60.8269731453
2014-12-26,32.3959839536,48.7376977941,24.8911547295,25.1601769377,49.4523615304,131.6724305196,40.1895025175,34.7548135743,91.3351696799,73.7911564426,61.0624931755
2014-12-29,32.5861205162,49.4237486932,24.8577773849,25.0284728894,49.4569273472,132.087715525,40.3263065779,34.8928816926,91.266528876,73.7204837201,61.3294158765
2014-12-30,32.4851838225,48.3766183735,24.6575133174,24.833268675,49.2058074243,131.5279835612,40.2733501674,34.6320863579,90.8032034497,73.5879723653,61.2666105351
2014-12-31,32.3372998294,47.4498478606,24.4322162414,24.5533975724,48.6670410444,130.1196257168,39.8055685416,34.3712910232,89.8851326977,72.8547428687,60.3245304141
2015-01-02,32.0955212374,47.7828433263,24.4906265944,24.4734344002,48.5894221592,130.7425532249,39.8629379862,34.5400409457,89.3703266685,72.9077474107,61.0703438432
2015-01-05,31.6025745937,47.1008044207,23.9816220894,24.0830259714,47.5164552162,130.0022625631,39.1215482396,33.1210075069,88.3664549115,70.8317361855,61.2744612027
2015-01-06,31.3537539069,47.1409243563,23.7146033327,23.7561177087,46.9913862867,129.5779496228,38.6052232374,32.6454395436,87.8602289828,70.1868475921,61.7219492602
2015-01-07,31.8420058207,47.6263755774,23.848112711,23.9560256391,47.3109934612,132.5661960747,39.0112223844,32.7451554069,89.344586367,70.7522293726,62.5227173631
2015-01-08,32.3208682746,48.0035029722,24.2569851823,24.5533975724,48.3017757022,134.8322077347,39.5760907628,33.527541411,90.7963393693,72.4042042624,62.8759974084
2015-01-09,31.9781529889,47.666495513,24.0984427955,24.4593232522,47.8588914746,133.7849672863,39.0774178975,33.2667460763,90.0567347074,72.006670198,62.8995494115
2015-01-12,31.8091427111,47.5180517512,24.2152635015,24.1253594154,47.5255868498,133.812051091,38.7905706741,32.2925987967,89.6363097836,71.7504815787,63.2449787891
2015-01-13,31.8232269009,47.7106274422,24.3153955353,24.1206556994,47.438836331,133.3696822809,38.6670057163,32.047144364,89.4389674724,70.9554134499,63.080114768
2015-01-14,31.4429303021,48.1158387919,24.2569851823,23.9936553672,47.1557556907,133.1620397782,38.1948110562,32.1468602273,89.2073047592,70.045502147,63.4962001547
2015-01-15,31.1894383589,48.4568582447,24.0066550978,23.6408766664,46.8087536155,131.7717378035,37.7667467382,31.7326558722,88.7353992325,69.9129907922,63.5825574992
2015-01-16,31.5274589146,48.8821295623,24.3904945606,23.8407845968,47.2014138585,134.173168487,38.2257022957,32.7528258579,89.6363097836,71.0967588951,64.1242535687
2015-01-20,31.421827491,48.986441395,24.4739379221,24.0453962433,47.356651629,134.263447836,38.0977243037,32.7681667599,89.9537735016,71.0614225338,63.6218108375
2015-01-21,31.6237008784,49.4558446417,24.5740699559,24.0947852614,47.6945220706,134.1912243568,38.1374416116,33.4048141947,90.4170989278,71.9271633851,63.5276028254
2015-01-22,32.2527946904,49.2632689508,24.7659896873,24.5910273004,48.4524476558,135.9606995972,39.0597657607,33.550552764,91.5325119911,72.8282405978,64.7680083181
2015-01-23,32.2293210407,49.4397966675,24.5740699559,24.6357126025,48.1237088478,135.3648558938,38.70230999,33.2744165273,90.4943198322,71.4854588691,64.6345469676
2015-01-26,32.4335417931,49.4518326482,24.690890662,24.5604531464,48.2606833511,136.1232024254,38.8876574266,33.7499844906,90.5801208371,71.8741588432,65.2704510493
2015-01-27,32.2035000261,49.5039885645,24.4739379221,23.7631732827,47.6488639028,135.1842971958,38.5125495191,33.7499844906,89.5161883767,71.3087770627,65.1840937049
2015-01-28,31.8021006162,49.0105133563,24.2152635015,23.7443584186,47.2379403927,133.1530118433,37.8108770803,32.3923146599,88.5981176247,69.9659953341,64.720904312
2015-01-29,32.1189948871,49.7086002362,24.1651974847,23.9865997931,47.7127853377,134.4078947944,38.1550937484,32.4613487191,89.6706301855,70.6462202887,64.8308136595
2015-01-30,31.6706481778,48.4889541932,23.8147353664,23.6032469383,47.0096495538,132.448832921,37.5946384042,32.7681667599,87.9803503896,70.5402112049,63.7709735234
2015-02-02,31.8795636602,48.729673807,24.3070511992,23.8219697328,47.7584435055,132.9543972755,38.0977243037,33.7499844906,89.1901445583,71.1762657079,63.5668561638
2015-02-03,32.4617101728,48.9944653821,24.9078434018,24.0830259714,48.6305145102,133.7669114165,38.7376142636,34.7318022212,90.1940163152,73.0049224042,64.1556562394
2015-02-04,32.6894045749,48.3525464121,24.8661217211,24.1206556994,48.2150251834,131.9884082411,38.7111360584,34.1258365906,90.1253755113,72.4307065334,63.9672402152
2015-02-05,32.8607622177,48.8059016847,25.1498291501,24.3276192039,48.7492257465,134.3176154454,39.1436134106,34.662768162,90.665921842,74.2240268683,64.6345469676
2015-02-06,32.7879939036,46.8119408842,25.25830552,24.2335448837,48.717265029,133.0627324943,39.2274610605,34.670438613,90.1682760137,74.0473450619,62.9309520822
2015-02-09,32.604899436,46.3866695666,25.2416168477,24.1959151556,48.6670410444,131.5550673659,39.0553527265,34.7318022212,89.679210286,74.0650132426,62.6334117773
2015-02-10,33.0344672255,47.3014040988,25.4752582599,24.6051384485,48.9958255107,133.6495482628,39.2760044368,34.6320863579,90.7774631483,74.241695049,62.8524454054
2015-02-11,33.07437243,46.3104416889,25.5587016214,24.6968609107,49.0414380203,133.8752466353,39.302482642,34.4173137294,91.1378273687,74.1180177845,62.7189840549
2015-02-12,33.3513614965,46.1419379593,25.6922109997,25.1037323455,49.5299804156,134.3266433803,39.7393730285,34.9158930457,91.5925726945,75.3547904293,63.394141475
2015-02-13,33.5321085992,45.4558870602,25.7923430335,25.324806998,49.8358901398,135.0849899119,39.7217208916,35.6445858927,91.5153517901,76.0880199258,63.0487120973
2015-02-17,33.5109823145,45.3796591825,25.7839986974,25.329510714,49.8495875901,135.9065319878,39.836459781,35.7059495008,91.4209706848,76.1056881065,62.8681467408
2015-02-18,33.5555822489,46.474933425,25.5670459575,25.3765478741,50.1326682304,136.2044538395,39.6511123443,35.2533928906,91.7899150057,76.1498585581,63.4019921426
2015-02-19,33.546192789,45.9934941975,25.4585695876,25.4823814843,50.1783263982,136.4030684073,39.4701779419,35.015608909,91.6612134984,76.4678858096,62.1929893207
2015-02-20,33.7950134759,46.0376261267,25.6171119744,25.6305485387,50.6029473586,137.9287894055,39.8099815758,34.8698703396,92.1073787237,76.7505766998,62.766088061
2015-02-23,33.8067503007,46.3104416889,25.4001592346,25.6446596867,50.4659728553,138.3621302807,39.7173078574,34.6781090641,92.0558981208,76.6799039773,63.2606801245
2015-02-24,33.9546342938,46.5952932319,25.3417488815,25.7058079948,50.5938157251,138.1635157129,39.8011555074,34.7701544763,92.4248424417,77.0244334998,62.0673786379
2015-02-25,34.0579183525,45.925290307,25.6254563106,25.5223630704,50.6212106257,138.3440744109,39.8276337126,34.9695862029,92.4677429441,76.8124153321,62.2008399884
2015-02-26,33.9851500384,45.5963068349,25.5670459575,25.7081598528,50.4751044888,138.7774152861,39.7040687548,34.3789614743,92.3819419393,76.2028631,61.6748452542
2015-02-27,33.9100343594,45.5802588606,25.7172440082,25.5811595205,50.2742085506,138.1364319082,39.5672646944,34.279245611,92.5621240495,76.0791858355,62.114482644
