,IYC,IDU,IYZ,IYW,IYJ,IYH,IYF,IYE,IYK,IYM,IYR
2012-02-01,17.1323542545,31.1432739673,16.6031875652,15.914607216,30.2621970154,65.0544515734,22.4862225399,29.7247620666,56.1913452629,60.3862794639,42.765744498
2012-02-02,17.1232678826,31.0560480862,16.6958134372,15.9555714559,30.2098176177,64.9504753589,22.6252604533,29.8559328725,56.4092350118,60.4280057487,42.8568696706
2012-02-03,17.3776862963,31.1578116142,16.9659722307,16.1740474023,30.7728961429,65.2017512107,23.1687722966,30.409765164,56.9176444261,61.4294365856,43.4737169933
2012-02-06,17.3436124016,31.0560480862,16.9736910534,16.18997794,30.6943270463,65.0544515734,23.0802936244,30.7449794457,56.9579943796,61.3292935019,43.2634281333
2012-02-07,17.3867726682,31.2850160241,16.9814098761,16.2400453444,30.6855971467,65.2017512107,23.0676538141,30.9125865866,57.1032542123,61.0205189939,43.22837999
2012-02-08,17.409488598,31.3031880827,17.0508792801,16.3811443931,30.7161517954,64.985134097,23.1940519172,30.8470011836,57.1032542123,61.0789357927,43.2564185047
2012-02-09,17.4708216085,31.2341342601,17.0431604574,16.5313466062,30.7947208919,64.8031757216,23.1434926759,30.8397139166,57.3372839426,61.1290073345,42.9409852146
2012-02-10,17.3799578893,31.1578116142,16.9736910534,16.3856959753,30.4891744054,64.6212173461,22.9454689811,30.5044996349,56.974134361,59.9272903303,42.5834941526
2012-02-13,17.4571920506,31.1505427907,17.0740357481,16.4835549929,30.7990858417,65.1410984189,23.1434926759,30.7741285137,57.3614939148,60.1693027825,43.0671585307
2012-02-14,17.4526488647,31.1832524961,17.0354416348,16.5427255617,30.7161517954,65.2017512107,22.941255711,30.8615757176,57.5067537474,59.2262887445,42.639571182
2012-02-15,17.3958590402,31.0487792628,17.0122851667,16.4539697085,30.3364011621,65.1670924725,22.8022177976,30.8032775817,57.3614939148,59.1678719456,42.4292823219
2012-02-16,17.5117102821,31.3722419052,17.2206933789,16.7143202112,30.6812321969,65.6869735453,23.147705946,31.2550881353,57.9263932639,60.2527553523,42.7797637553
2012-02-17,17.641191082,31.3395321998,17.3441945416,16.6769972371,30.8034507915,65.3663802171,23.2656775089,31.3789716742,57.950603236,60.2193743244,42.849860042
2012-02-21,17.523068247,31.2559407304,17.3364757189,16.7407193881,30.8296404904,64.8638285134,23.2193315378,31.539291548,57.8134133941,60.5448393464,42.3171282633
2012-02-22,17.4549204576,31.3213601412,17.1666616202,16.6587909082,30.7947208919,64.9158166207,22.9707486017,31.6223663917,57.708503515,60.3028268941,41.9736564586
2012-02-23,17.5491915663,31.3249945529,17.452258059,16.7311610654,30.9431291854,64.985134097,23.1771988368,31.8162076938,57.9909531896,60.5448393464,42.4643304653
2012-02-24,17.5480557698,31.4412957278,17.405945123,16.8089931213,30.9256693861,65.3057274253,23.1224263254,31.9546657666,58.0555131152,60.4780772906,42.5834941526
2012-02-27,17.5912160364,31.3686074935,17.4213827683,16.8363026146,30.9693188842,65.349050848,23.2825305893,31.8817930967,58.1604229943,60.4446962627,42.534426752
2012-02-28,17.7388695801,31.2086933781,17.3596321869,16.9682984988,30.9038446371,65.6783088607,23.30781021,31.7943458928,58.2733221643,60.64498243,42.2119838333
2012-02-29,17.6911661276,31.2195966133,17.1820992655,16.8795426456,30.7205167452,65.2710686871,23.2066917275,31.4445570771,58.2976128363,59.4933369676,42.1559068039
